,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
1608,2006,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,365,370.0,295,,,,*,*,115,31.51,34,9.32,*,*,*,*,,,199,54.52,*,*,*,*,39,10.68,79.7,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1609,2007,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,432,421.0,346,,,,*,*,134,31.02,53,12.27,*,*,*,*,,,213,49.31,*,*,*,*,42,9.72,82.2,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1610,2008,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,327,338.0,227,,,,33,10.09,120,36.7,38,11.62,*,*,*,*,,,136,41.59,*,*,*,*,29,8.87,67.2,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1611,2009,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,290,285.0,193,,,,30,10.34,100,34.48,44,15.17,*,*,*,*,,,116,40,*,*,*,*,32,11.03,67.7,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1612,2010,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,347,367.0,336,,,,49,14.12,134,38.62,47,13.54,*,*,*,*,,,117,33.72,162,46.69,*,*,46,13.26,91.6,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1613,2011,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,368,372.0,350,,53,14.4,,,152,41.3,50,13.59,*,*,*,*,*,*,113,30.71,184,50,*,*,36,9.78,94.1,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1614,2012,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,352,364.0,348,,48,13.64,,,148,42.05,54,15.34,*,*,*,*,*,*,102,28.98,179,50.85,*,*,30,8.52,95.6,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1615,2013,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,362,351.0,342,,50,13.81,,,177,48.9,51,14.09,*,*,*,*,*,*,84,23.2,165,45.58,*,*,28,7.73,97.4,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1616,2014,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,324,334.0,326,,40,12.35,,,165,50.93,48,14.81,*,*,*,*,*,*,71,21.91,133,41.05,*,*,28,8.64,97.6,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1617,2015,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,314,320.0,*,,31,9.87,,,174,55.41,47,14.97,*,*,*,*,*,*,62,19.75,121,38.54,*,*,25,7.96,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1618,2016,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,268,263.0,*,,26,9.7,,,130,48.51,38,14.18,*,*,*,*,*,*,73,27.24,118,44.03,*,*,23,8.58,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1619,2017,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,234,237.0,*,,19,8.12,,,110,47.01,37,15.81,*,*,*,*,*,*,68,29.06,107,45.73,*,*,23,9.83,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1620,2018,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,226,232.0,*,,21,9.29,,,105,46.46,42,18.58,*,*,*,*,*,*,57,25.22,115,50.88,*,*,34,15.04,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1621,2019,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,220,218.0,*,,29,13.18,,,99,45,42,19.09,*,*,*,*,*,*,50,22.73,110,50,*,*,29,13.18,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1622,2020,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,198,195.0,*,,18,9.09,,,99,50,35,17.68,*,*,*,*,*,*,46,23.23,102,51.52,*,*,23,11.62,*,4300 Morganford Road,,St. Louis ,631161504,3144810420.0,3144812371.0,PK,5,21.0,209.0,0.0,209.0,Y, , , , , ,115-115-5600,False,False,False,38.58880700477809,-90.26412797638407
1623,2003,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",251,278.0,235,84.5,,,*,*,248,98.8,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1624,2004,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",294,306.0,273,89.2,,,*,*,294,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1625,2005,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",310,326.0,299,91.7,,,*,*,310,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1626,2006,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",393,399.0,341,,,,*,*,392,99.75,*,*,*,*,*,*,,,*,*,*,*,*,*,61,15.52,85.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1627,2007,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",332,331.0,294,,,,*,*,331,99.7,*,*,*,*,*,*,,,*,*,*,*,*,*,36,10.84,88.8,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1628,2008,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",286,290.0,241,,,,*,*,286,100,*,*,*,*,*,*,,,*,*,*,*,*,*,33,11.54,83.1,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1629,2009,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",307,315.0,235,,,,*,*,306,99.67,*,*,*,*,*,*,,,*,*,*,*,*,*,39,12.7,74.6,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1630,2010,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",359,372.0,327,,,,*,*,358,99.72,*,*,*,*,*,*,,,*,*,*,*,*,*,49,13.65,87.9,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1631,2011,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",400,392.0,339,,*,*,,,399,99.75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,12.25,86.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1632,2012,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",355,348.0,326,,*,*,,,354,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,13.24,93.7,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1633,2013,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",361,362.0,353,,*,*,,,360,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,44,12.19,97.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1634,2014,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",383,378.0,356,,*,*,,,382,99.74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,10.7,94.2,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1635,2015,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",335,333.0,*,,*,*,,,334,99.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.04,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1636,2016,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",293,294.0,*,,*,*,,,290,98.98,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,10.92,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1637,2017,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",274,278.0,*,,*,*,,,272,99.27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,9.49,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1638,2018,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",312,304.0,*,,*,*,,,309,99.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,9.94,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1639,2019,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",323,326.0,*,,*,*,,,320,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.46,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1640,2020,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",279,280.0,*,,*,*,,,279,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,10.75,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634.0,3148671006.0,PK,6,24.0,294.0,0.0,294.0,Y, , , , , ,115-115-5610,False,False,False,38.7214330205328,-90.2412440396106
1641,2000,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,379,377.0,363,96.3,,,*,*,365,96.31,*,*,*,*,*,*,,,14,3.69,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1642,2001,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,348,326.0,320,98.2,,,*,*,339,97.41,*,*,*,*,*,*,,,9,2.59,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1643,2002,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,245,250.0,*,*,,,*,*,245,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1644,2003,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,306,305.0,291,95.4,,,*,*,306,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1645,2004,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,231,256.0,*,*,,,*,*,229,99.13,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1646,2005,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,234,259.0,238,91.9,,,*,*,234,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1647,2006,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,331,314.0,297,,,,*,*,330,99.7,*,*,*,*,*,*,,,*,*,*,*,*,*,45,13.6,94.6,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1648,2007,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,336,333.0,300,,,,*,*,334,99.4,*,*,*,*,*,*,,,*,*,*,*,*,*,60,17.86,90.1,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1649,2008,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,281,263.0,196,,,,*,*,278,98.93,*,*,*,*,*,*,,,*,*,*,*,*,*,36,12.81,74.5,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1650,2009,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,260,268.0,205,,,,*,*,256,98.46,*,*,*,*,*,*,,,*,*,*,*,*,*,36,13.85,76.5,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1651,2010,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,272,272.0,267,,,,*,*,268,98.53,*,*,*,*,*,*,,,*,*,*,*,*,*,39,14.34,98.2,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1652,2011,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,314,309.0,304,,*,*,,,312,99.36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,14.97,98.4,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1653,2012,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,258,302.0,*,,*,*,,,258,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42,16.28,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1654,2013,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,293,301.0,296,,*,*,,,293,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,12.63,98.3,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1655,2014,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,307,305.0,*,,*,*,,,306,99.67,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,9.12,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1656,2015,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,226,226.0,*,,*,*,,,225,99.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,7.08,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1657,2016,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,191,188.0,*,,*,*,,,190,99.48,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,6.28,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1658,2017,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,166,162.0,*,,*,*,,,166,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,6.63,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1659,2018,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,129,127.0,*,,*,*,,,128,99.22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,7.75,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1660,2019,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,135,134.0,*,,*,*,,,134,99.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,16.3,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1661,2020,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,108,113.0,*,,*,*,,,107,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,29.63,*,1224 S 14th St.,,St. Louis ,631043004,3142411533.0,3142412805.0,PK,5,20.0,144.0,0.0,144.0,Y, , , , , ,115-115-5620,False,False,False,38.61682598880344,-90.20505802249771
1662,2000,115115,ST. LOUIS CITY,5720,ROE ELEM.,358,344.0,308,89.5,,,*,*,213,59.5,6,1.68,*,*,*,*,,,120,33.52,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,,,,,,,,,,,,,115-115-5720,False,False,False,38.6219089844366,-90.30458800974516
1663,2001,115115,ST. LOUIS CITY,5720,ROE ELEM.,314,295.0,281,95.3,,,*,*,183,58.28,6,1.91,*,*,*,*,,,111,35.35,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,,,,,,,,,,,,,115-115-5720,False,False,False,38.6219089844366,-90.30458800974516
1664,2002,115115,ST. LOUIS CITY,5720,ROE ELEM.,164,167.0,150,89.8,,,*,*,60,36.59,8,4.88,*,*,*,*,,,89,54.27,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,,,,,,,,,,,,,115-115-5720,False,False,False,38.6219089844366,-90.30458800974516
1665,2003,115115,ST. LOUIS CITY,5720,ROE ELEM.,157,153.0,140,91.5,,,*,*,74,47.13,9,5.73,*,*,*,*,,,72,45.86,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,,,,,,,,,,,,,115-115-5720,False,False,False,38.6219089844366,-90.30458800974516
1666,2000,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,512,520.0,491,94.4,,,*,*,377,73.63,14,2.73,*,*,*,*,,,114,22.27,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1667,2001,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,449,435.0,420,96.6,,,*,*,332,73.94,10,2.23,*,*,*,*,,,93,20.71,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1668,2002,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,363,375.0,291,77.6,,,*,*,297,81.82,*,*,*,*,*,*,,,53,14.6,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1669,2003,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,360,353.0,305,86.4,,,*,*,300,83.33,8,2.22,*,*,*,*,,,45,12.5,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1670,2004,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,314,307.0,294,95.8,,,*,*,243,77.39,16,5.1,*,*,*,*,,,45,14.33,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1671,2005,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,330,352.0,335,95.2,,,*,*,257,77.88,21,6.36,*,*,*,*,,,37,11.21,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1672,2006,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,366,402.0,313,,,,*,*,295,80.6,21,5.74,*,*,*,*,,,33,9.02,*,*,*,*,31,8.47,77.9,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1673,2007,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,380,350.0,293,,,,*,*,287,75.53,30,7.89,*,*,*,*,,,41,10.79,*,*,*,*,31,8.16,83.7,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1674,2008,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,272,273.0,185,,,,29,10.66,196,72.06,19,6.99,*,*,*,*,,,28,10.29,*,*,*,*,29,10.66,67.8,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1675,2009,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,210,209.0,153,,,,29,13.81,140,66.67,12,5.71,*,*,*,*,,,29,13.81,*,*,*,*,28,13.33,73.2,4611 S. Grand Blvd,,St. Louis ,63111,,,,,,,,,,,,,,,115-115-5740,False,False,False,38.576543987065804,-90.24829799786596
1676,2000,115115,ST. LOUIS CITY,5760,SCULLIN ELEM.,304,333.0,320,96.1,,,*,*,304,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4160 N. Kingshighway,,St. Louis ,63115,,,,,,,,,,,,,,,115-115-5760,False,False,False,38.68064399747209,-90.2471100307289
1677,2001,115115,ST. LOUIS CITY,5760,SCULLIN ELEM.,300,313.0,*,*,,,*,*,300,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4160 N. Kingshighway,,St. Louis ,63115,,,,,,,,,,,,,,,115-115-5760,False,False,False,38.68064399747209,-90.2471100307289
