,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,CTYDIST,DNAME,SCHNUM,Textbox285,SCHNAME,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,PRINLN,PRINFN,PRINMI,PRINSAL,PRINYREX,PRINTITL,SCHEMAIL,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,DCOUNTY,DSUPAREA,HouseDistricts,SenateDistricts,CongressionalDistricts,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER
1993,2016,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,T,TARGETED,18,28.0,*,,*,*,,,14,77.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,115115.0,St. Louis City ,6340.0,Building List,St. Louis Children's Hospital ,400 S Kingshighway Boulevard,,St. Louis ,631101014.0,3144542470.0,3144544560.0, K,12,Boyd ,Candice ,B,Ms.,7.0,Dir. ,CANDICE.BOYD@SLPS.ORG,0.0,5.0,0.0,5.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-6340,False
1994,2017,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,, ,17,27.0,*,,*,*,,,10,58.82,*,*,*,*,*,*,*,*,6,35.29,*,*,*,*,*,*,*,115115.0,St. Louis City ,6340.0,Building List,St. Louis Children's Hospital ,400 S Kingshighway Boulevard,,St. Louis ,631101014.0,3144542470.0,3144544560.0, K,12,Boyd ,Candice ,B,Ms.,7.0,Dir. ,CANDICE.BOYD@SLPS.ORG,0.0,5.0,0.0,5.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-6340,False
1995,2018,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,, ,25,20.0,*,,*,*,,,16,64,*,*,*,*,*,*,*,*,8,32,*,*,*,*,20,80,*,115115.0,St. Louis City ,6340.0,Building List,St. Louis Children's Hospital ,400 S Kingshighway Boulevard,,St. Louis ,631101014.0,3144542470.0,3144544560.0, K,12,Boyd ,Candice ,B,Ms.,7.0,Dir. ,CANDICE.BOYD@SLPS.ORG,0.0,5.0,0.0,5.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-6340,False
1996,2019,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,, ,13,18.0,*,,*,*,,,7,53.85,*,*,*,*,*,*,*,*,6,46.15,*,*,*,*,*,*,*,115115.0,St. Louis City ,6340.0,Building List,St. Louis Children's Hospital ,400 S Kingshighway Boulevard,,St. Louis ,631101014.0,3144542470.0,3144544560.0, K,12,Boyd ,Candice ,B,Ms.,7.0,Dir. ,CANDICE.BOYD@SLPS.ORG,0.0,5.0,0.0,5.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-6340,False
1997,2020,115115,ST. LOUIS CITY,6340,ST. LOUIS CHILDREN'S HOSPITAL,, ,8,0.0,*,,*,*,,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,115115.0,St. Louis City ,6340.0,Building List,St. Louis Children's Hospital ,400 S Kingshighway Boulevard,,St. Louis ,631101014.0,3144542470.0,3144544560.0, K,12,Boyd ,Candice ,B,Ms.,7.0,Dir. ,CANDICE.BOYD@SLPS.ORG,0.0,5.0,0.0,5.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-6340,False
1998,2000,115115,ST. LOUIS CITY,6760,TRI-A OUTREACH,, ,117,85.0,75,88.2,,,*,*,113,96.58,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6760,False
1999,2001,115115,ST. LOUIS CITY,6760,TRI-A OUTREACH,, ,102,123.0,96,78,,,*,*,92,90.2,*,*,*,*,*,*,,,10,9.8,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6760,False
2000,2002,115115,ST. LOUIS CITY,6760,TRI-A OUTREACH,, ,50,62.0,42,67.7,,,*,*,46,92,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6760,False
2001,2003,115115,ST. LOUIS CITY,6760,TRI-A OUTREACH,, ,50,85.0,60,70.6,,,*,*,48,96,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6760,False
2002,2000,115115,ST. LOUIS CITY,6780,TRI-A OUTREACH II,, ,117,115.0,84,73,,,*,*,97,82.91,*,*,*,*,*,*,,,19,16.24,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6780,False
2003,2020,115902,LIFT FOR LIFE ACADEMY,6905,LIFT FOR LIFE ACADEMY ELEM.,S,SCHOOLWIDE,114,114.0,*,,*,*,,,111,97.37,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,115902.0,Lift For Life Academy ,6905.0,Building List,Lift For Life Academy Elem. ,1920 7th Street,,St.Louis ,631044050.0,3142312337.0,3142311299.0,PK,3,Devitt,Thomas,,Mr.,10.0,Principal,tdevitt@liftforlifeacademy.org,21.0,179.0,0.0,179.0,St. Louis City ,A,,,,Y, , , , , ,115-902-6905,True
2004,2016,115926,THE BIOME,6905,THE BIOME,S,SCHOOLWIDE,61,61.0,33,,*,*,,,44,72.13,*,*,*,*,10,16.39,*,*,7,11.48,*,*,*,*,6,9.84,54.1,115926.0,The Biome ,6905.0,Building List,The Biome ,4471 Olive Street,,St. Louis ,631081807.0,3145310982.0,8667377187.0, K,5,Harris,Julie,,Ms.,3.0,Principal,jharris@thebiomeschool.org,18.0,187.0,0.0,187.0,St. Louis City ,A,,,,Y, , , , , ,115-926-6905,True
2005,2017,115926,THE BIOME,6905,THE BIOME,S,SCHOOLWIDE,108,100.0,56,,*,*,,,77,71.3,*,*,*,*,11,10.19,*,*,18,16.67,*,*,*,*,9,8.33,56,115926.0,The Biome ,6905.0,Building List,The Biome ,4471 Olive Street,,St. Louis ,631081807.0,3145310982.0,8667377187.0, K,5,Harris,Julie,,Ms.,3.0,Principal,jharris@thebiomeschool.org,18.0,187.0,0.0,187.0,St. Louis City ,A,,,,Y, , , , , ,115-926-6905,True
2006,2018,115926,THE BIOME,6905,THE BIOME,S,SCHOOLWIDE,138,131.0,86,,*,*,,,116,84.06,*,*,*,*,7,5.07,*,*,13,9.42,*,*,*,*,9,6.52,65.6,115926.0,The Biome ,6905.0,Building List,The Biome ,4471 Olive Street,,St. Louis ,631081807.0,3145310982.0,8667377187.0, K,5,Harris,Julie,,Ms.,3.0,Principal,jharris@thebiomeschool.org,18.0,187.0,0.0,187.0,St. Louis City ,A,,,,Y, , , , , ,115-926-6905,True
2007,2019,115926,THE BIOME,6905,THE BIOME,S,SCHOOLWIDE,178,171.0,116,,*,*,,,144,80.9,*,*,*,*,8,4.49,*,*,24,13.48,*,*,*,*,11,6.18,67.8,115926.0,The Biome ,6905.0,Building List,The Biome ,4471 Olive Street,,St. Louis ,631081807.0,3145310982.0,8667377187.0, K,5,Harris,Julie,,Ms.,3.0,Principal,jharris@thebiomeschool.org,18.0,187.0,0.0,187.0,St. Louis City ,A,,,,Y, , , , , ,115-926-6905,True
2008,2020,115926,THE BIOME,6905,THE BIOME,S,SCHOOLWIDE,199,191.0,129,,*,*,,,164,82.41,*,*,*,*,7,3.52,*,*,24,12.06,*,*,*,*,18,9.05,67.5,115926.0,The Biome ,6905.0,Building List,The Biome ,4471 Olive Street,,St. Louis ,631081807.0,3145310982.0,8667377187.0, K,5,Harris,Julie,,Ms.,3.0,Principal,jharris@thebiomeschool.org,18.0,187.0,0.0,187.0,St. Louis City ,A,,,,Y, , , , , ,115-926-6905,True
2009,2018,115930,THE ARCH COMMUNITY SCHOOL,6905,THE ARCH COMMUNITY SCHOOL,T,TARGETED,60,54.0,*,,*,*,,,59,98.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,11.67,*,115930.0,The Arch Community School ,6905.0,Building List,The Arch Community School ,2153 Salisbury Street,,St.Louis ,631073129.0,3142678191.0,, K,5,William,Shiller,,Mr.,5.0,Head of School/Principal,schiller.b@stltacs.org,13.0,88.0,0.0,88.0,St. Louis City ,A,,,,Y, , , , , ,115-930-6905,True
2010,2019,115930,THE ARCH COMMUNITY SCHOOL,6905,THE ARCH COMMUNITY SCHOOL,S,SCHOOLWIDE,88,87.0,*,,*,*,,,81,92.05,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,14.77,*,115930.0,The Arch Community School ,6905.0,Building List,The Arch Community School ,2153 Salisbury Street,,St.Louis ,631073129.0,3142678191.0,, K,5,William,Shiller,,Mr.,5.0,Head of School/Principal,schiller.b@stltacs.org,13.0,88.0,0.0,88.0,St. Louis City ,A,,,,Y, , , , , ,115-930-6905,True
2011,2020,115930,THE ARCH COMMUNITY SCHOOL,6905,THE ARCH COMMUNITY SCHOOL,S,SCHOOLWIDE,99,99.0,87,,*,*,,,93,93.94,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,21.21,87.9,115930.0,The Arch Community School ,6905.0,Building List,The Arch Community School ,2153 Salisbury Street,,St.Louis ,631073129.0,3142678191.0,, K,5,William,Shiller,,Mr.,5.0,Head of School/Principal,schiller.b@stltacs.org,13.0,88.0,0.0,88.0,St. Louis City ,A,,,,Y, , , , , ,115-930-6905,True
2012,2001,115115,ST. LOUIS CITY,6910,THURGOOD MARSHALL ACADEMY,, ,610,581.0,412,70.9,,,*,*,600,98.36,6,0.98,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6910,False
2013,2002,115115,ST. LOUIS CITY,6910,THURGOOD MARSHALL ACADEMY,T,TARGETED,658,619.0,494,79.8,,,*,*,658,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6910,False
2014,2003,115115,ST. LOUIS CITY,6910,THURGOOD MARSHALL ACADEMY,T,TARGETED,766,763.0,682,89.4,,,*,*,766,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6910,False
2015,2004,115115,ST. LOUIS CITY,6910,THURGOOD MARSHALL ACADEMY,T,TARGETED,1098,1041.0,1008,96.8,,,*,*,1098,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6910,False
2016,2005,115115,ST. LOUIS CITY,6910,THURGOOD MARSHALL ACADEMY,S,SCHOOLWIDE,1004,1025.0,961,93.8,,,*,*,1003,99.9,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6910,False
2017,2001,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,, ,526,516.0,340,65.9,,,*,*,371,70.53,15,2.85,*,*,*,*,,,127,24.14,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2018,2002,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,T,TARGETED,767,782.0,590,75.4,,,*,*,516,67.28,8,1.04,*,*,*,*,,,239,31.16,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2019,2003,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,T,TARGETED,908,906.0,581,64.1,,,*,*,577,63.55,12,1.32,*,*,*,*,,,310,34.14,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2020,2004,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,T,TARGETED,893,896.0,595,66.4,,,*,*,528,59.13,13,1.46,*,*,*,*,,,338,37.85,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2021,2005,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,942,932.0,586,62.9,,,*,*,536,56.9,23,2.44,*,*,*,*,,,369,39.17,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2022,2006,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,927,926.0,514,,,,*,*,497,53.61,29,3.13,*,*,*,*,,,383,41.32,*,*,*,*,132,14.24,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2023,2007,115115,ST. LOUIS CITY,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,927,912.0,564,,,,*,*,492,53.07,38,4.1,5,0.54,*,*,,,370,39.91,*,*,*,*,147,15.86,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6915,False
2024,2008,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,910,908.0,595,,,,28,3.08,466,51.21,54,5.93,*,*,*,*,,,359,39.45,*,*,*,*,169,18.57,65.5,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2025,2009,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,910,916.0,613,,,,28,3.08,417,45.82,73,8.02,6,0.66,*,*,,,386,42.42,*,*,*,*,162,17.8,66.9,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2026,2010,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,913,910.0,625,,,,36,3.94,408,44.69,75,8.21,8,0.88,*,*,,,386,42.28,90,9.86,*,*,161,17.63,68.7,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2027,2011,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,939,941.0,646,,54,5.75,,,390,41.53,81,8.63,6,0.64,*,*,*,*,405,43.13,117,12.46,*,*,166,17.68,68.7,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2028,2012,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,957,955.0,655,,59,6.17,,,357,37.3,91,9.51,6,0.63,20,2.09,*,*,424,44.31,147,15.36,*,*,167,17.45,68.6,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2029,2013,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,T,TARGETED,966,975.0,694,,63,6.52,,,355,36.75,112,11.59,*,*,30,3.11,*,*,403,41.72,167,17.29,*,*,151,15.63,71.2,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2030,2014,115903,ST. LOUIS CHARTER SCHOOL,6915,ST. LOUIS CHARTER SCH.,S,SCHOOLWIDE,902,899.0,625,,59,6.54,,,285,31.6,117,12.97,*,*,42,4.66,*,*,397,44.01,189,20.95,*,*,143,15.85,69.5,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2031,2015,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,900,901.0,614,,69,7.67,,,256,28.44,122,13.56,*,*,44,4.89,*,*,408,45.33,201,22.33,*,*,146,16.22,68.1,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2032,2016,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,925,918.0,626,,72,7.78,,,251,27.14,128,13.84,*,*,65,7.03,*,*,407,44,204,22.05,*,*,135,14.59,68.2,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2033,2017,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,904,900.0,613,,61,6.75,,,236,26.11,151,16.7,*,*,54,5.97,*,*,399,44.14,209,23.12,*,*,141,15.6,68.1,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2034,2018,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,903,888.0,578,,64,7.09,,,221,24.47,154,17.05,*,*,59,6.53,*,*,402,44.52,209,23.15,*,*,139,15.39,65.1,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2035,2019,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,928,902.0,569,,64,6.9,,,244,26.29,164,17.67,*,*,52,5.6,*,*,402,43.32,204,21.98,*,*,151,16.27,63.1,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2036,2020,115903,PREMIER CHARTER SCHOOL,6915,PREMIER CHARTER SCHOOL,S,SCHOOLWIDE,968,954.0,631,,59,6.1,,,256,26.45,181,18.7,*,*,57,5.89,*,*,413,42.67,170,17.56,*,*,162,16.74,66.1,115903.0,Premier Charter School ,6915.0,Building List,Premier Charter School ,5279 Fyler Avenue,5279 Fyler Avenue,St. Louis ,631391361.0,3146459600.0,3146459700.0,PK,8,Frugo ,Julie ,,Ms.,22.0,Head Of School ,jfrugo@premiercharterschool.org,105.0,971.0,0.0,971.0,St. Louis City ,A,,,,Y, , , , , ,115-903-6915,True
2037,2001,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,, ,194,191.0,86,45,,,*,*,194,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2038,2002,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,T,TARGETED,219,218.0,196,89.9,,,*,*,219,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2039,2003,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,T,TARGETED,252,245.0,233,95.1,,,*,*,252,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2040,2004,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,224,216.0,191,88.4,,,*,*,219,97.77,*,*,*,*,*,*,,,5,2.23,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2041,2005,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,353,347.0,305,87.9,,,*,*,352,99.72,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2042,2006,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,1142,1117.0,909,,,,*,*,1133,99.21,*,*,*,*,*,*,,,6,0.53,*,*,*,*,55,4.82,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2043,2007,115115,ST. LOUIS CITY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,1489,1407.0,1165,,,,*,*,1433,96.24,*,*,33,2.22,*,*,,,13,0.87,*,*,*,*,134,9,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6920,False
2044,2008,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,663,674.0,576,,,,*,*,662,99.85,*,*,*,*,*,*,,,*,*,*,*,*,*,62,9.35,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-904-6920,False
2045,2009,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,, ,371,393.25,371.3,,,,*,*,371,100,*,*,*,*,*,*,,,*,*,*,*,*,*,32,8.63,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-904-6920,False
2046,2010,115904,ETHEL HEDGEMAN LYLE ACADEMY,6920,ETHEL HEDGEMAN LYLE ACADEMY,S,SCHOOLWIDE,484,463.0,357,,,,*,*,484,100,*,*,*,*,*,*,,,*,*,*,*,*,*,33,6.82,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-904-6920,False
2047,2003,115115,ST. LOUIS CITY,6925,ST. LOUIS CHARTER ACADEMIES,, ,603,480.0,412,85.8,,,*,*,483,80.1,5,0.83,*,*,*,*,,,99,16.42,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6925,False
2048,2004,115115,ST. LOUIS CITY,6925,ST. LOUIS CHARTER ACADEMIES,T,TARGETED,617,571.0,497,87,,,*,*,490,79.42,11,1.78,*,*,*,*,,,112,18.15,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6925,False
2049,2005,115115,ST. LOUIS CITY,6925,ST. LOUIS CHARTER ACADEMIES,S,SCHOOLWIDE,484,449.0,411,91.5,,,*,*,360,74.38,11,2.27,*,*,*,*,,,109,22.52,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6925,False
2050,2006,115115,ST. LOUIS CITY,6925,ST. LOUIS CHARTER ACADEMIES,S,SCHOOLWIDE,471,447.0,345,,,,*,*,369,78.34,14,2.97,*,*,*,*,,,87,18.47,*,*,*,*,42,8.92,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6925,False
2051,2007,115115,ST. LOUIS CITY,6925,PAIDEIA ACADEMY,S,SCHOOLWIDE,570,474.0,460,,,,*,*,387,67.89,14,2.46,*,*,*,*,,,164,28.77,*,*,*,*,44,7.72,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-6925,False
